TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode
447;2024-01-01 01:30:53;212389594.47;4;3;1;3;15
448;2024-01-01 01:30:58;95872972.83;1;0;6;0;1078
449;2024-01-01 01:31:42;479923165.26;4;2;1;2;565
450;2024-01-01 01:32:24;169420512.04;4;0;2;0;7
451;2024-01-01 01:32:58;138187683.24;4;3;3;3;279
452;2024-01-01 01:34:06;324220086.21;3;0;2;0;1089
453;2024-01-01 01:36:54;443780190.81;1;0;3;0;385
454;2024-01-01 01:37:03;181258927.1;2;3;3;3;471
455;2024-01-01 01:37:06;310656015.24;2;1;6;1;837
456;2024-01-01 01:37:24;670820212.61;6;3;1;3;92
457;2024-01-01 01:38:20;93746101.67;5;0;3;0;877
458;2024-01-01 01:40:06;223044557.41;6;0;2;0;590
459;2024-01-01 01:41:05;319884419.09;2;2;6;2;338
460;2024-01-01 01:42:00;361712127.1;5;3;3;3;408
461;2024-01-01 01:42:14;399998587.35;6;3;2;3;1172
462;2024-01-01 01:42:54;48142843.22;1;1;2;1;998
463;2024-01-01 01:43:36;73029038.34;3;3;1;3;826
464;2024-01-01 01:44:22;240219988.62;2;0;6;0;623
465;2024-01-01 01:45:09;760968832.27;1;0;3;0;452
466;2024-01-01 01:45:10;499136242.9;6;2;2;2;17
467;2024-01-01 01:45:34;180970006.8;1;2;3;2;748
468;2024-01-01 01:45:58;620716190.93;5;2;1;2;650
469;2024-01-01 01:46:01;486494968.83;4;0;3;0;1000
470;2024-01-01 01:46:10;71023921.63;4;0;1;0;853
471;2024-01-01 01:46:28;123547124.6;6;1;3;1;631
472;2024-01-01 01:47:02;87075267.35;3;3;1;3;1025
473;2024-01-01 01:47:21;112435405.82;2;1;5;1;151
474;2024-01-01 01:48:22;85339895.57;6;0;4;0;289
475;2024-01-01 01:48:39;91183388.22;5;0;6;0;1028
476;2024-01-01 01:49:13;112873203.74;1;3;5;3;857
477;2024-01-01 01:49:14;29909927.55;4;0;1;0;1013
478;2024-01-01 01:49:32;56366710.57;5;3;2;3;750
479;2024-01-01 01:52:00;427017596.04;1;0;4;0;60
480;2024-01-01 01:52:13;75898212.07;5;0;2;0;61
481;2024-01-01 01:52:43;121412640.01;6;0;3;0;179
482;2024-01-01 01:53:10;103738394.52;6;0;2;0;455
483;2024-01-01 01:53:58;112217743.41;5;3;6;3;53
484;2024-01-01 01:54:35;34454239.59;5;0;3;0;766
485;2024-01-01 01:55:00;332170543.46;4;2;2;2;316
486;2024-01-01 01:55:51;214976091.38;4;3;1;3;492
487;2024-01-01 01:56:10;186438530.49;4;1;6;1;654
488;2024-01-01 01:56:30;384487187.5;3;0;4;0;695
489;2024-01-01 01:57:03;406477221.58;4;0;1;0;1166
490;2024-01-01 01:57:38;323052760.39;2;0;3;0;803
491;2024-01-01 01:57:55;206512042.35;6;1;3;1;1230
492;2024-01-01 01:59:11;106168625.2;3;0;2;0;737
493;2024-01-01 01:59:38;109311484.94;2;2;3;2;1183
494;2024-01-01 01:59:55;67901071.82;4;1;2;1;281
495;2024-01-01 02:00:36;24532624.34;2;2;5;2;1236
496;2024-01-01 02:01:22;125134389.86;6;3;3;3;435
497;2024-01-01 02:01:33;467354361.34;1;0;6;0;687
498;2024-01-01 02:02:09;242459540.73;3;2;2;2;534
499;2024-01-01 02:02:10;65683560.73;3;3;6;3;1035
500;2024-01-01 02:03:44;767665741.8;2;3;1;3;34
501;2024-01-01 02:04:27;207343927.58;4;0;6;0;1051
502;2024-01-01 02:04:46;270650735.87;3;0;5;0;214
503;2024-01-01 02:05:32;134107597.99;1;2;5;2;444
504;2024-01-01 02:05:45;33804179.0;2;3;4;3;777
505;2024-01-01 02:05:48;82871944.33;3;3;1;3;483
506;2024-01-01 02:07:09;187006946.59;3;0;4;0;923
507;2024-01-01 02:07:22;287830944.89;5;1;3;1;143
508;2024-01-01 02:07:25;494506914.53;3;3;4;3;757
509;2024-01-01 02:07:33;496404158.28;1;0;5;0;755
510;2024-01-01 02:08:18;206512042.35;3;0;6;0;1230
511;2024-01-01 02:08:56;49243545.5;1;3;6;3;764
512;2024-01-01 02:09:01;59523363.47;3;1;6;1;1121
513;2024-01-01 02:09:57;335238661.4;2;0;5;0;659
514;2024-01-01 02:11:04;171775043.11;3;0;1;0;373
515;2024-01-01 02:11:35;35354624.57;2;3;6;3;612
516;2024-01-01 02:11:42;625760913.05;1;0;3;0;337
517;2024-01-01 02:12:20;471882353.97;5;1;2;1;201
518;2024-01-01 02:12:39;327453926.54;3;0;1;0;829
519;2024-01-01 02:13:00;173271768.6;4;1;2;1;557
520;2024-01-01 02:13:39;243905643.13;3;1;1;1;682
521;2024-01-01 02:14:10;423595599.78;4;3;2;3;77
522;2024-01-01 02:15:31;135922748.47;2;0;5;0;498
523;2024-01-01 02:15:39;620716190.93;1;0;5;0;650
524;2024-01-01 02:15:48;221048809.03;1;3;6;3;937
525;2024-01-01 02:15:49;16193292.3;2;2;5;2;195
526;2024-01-01 02:15:51;163173640.77;6;0;1;0;823
527;2024-01-01 02:16:06;265166019.67;5;1;2;1;930
528;2024-01-01 02:16:46;324435732.27;3;0;2;0;141
529;2024-01-01 02:17:03;401241102.74;2;0;3;0;632
530;2024-01-01 02:18:01;372753404.72;4;2;2;2;999
531;2024-01-01 02:18:29;221722274.52;5;1;4;1;58
532;2024-01-01 02:18:36;107069597.65;2;2;6;2;160
533;2024-01-01 02:18:42;309080590.44;6;2;4;2;854
534;2024-01-01 02:18:42;146310953.45;6;2;1;2;343
535;2024-01-01 02:19:07;471067749.12;2;0;5;0;692
536;2024-01-01 02:19:52;456141328.58;2;1;4;1;850
537;2024-01-01 02:20:04;350042489.16;4;0;6;0;368
538;2024-01-01 02:20:13;146035335.18;3;2;5;2;1066
539;2024-01-01 02:21:11;17197085.49;5;0;4;0;521
540;2024-01-01 02:21:38;167928942.05;5;1;6;1;243
541;2024-01-01 02:21:47;348278325.1;2;2;3;2;384
542;2024-01-01 02:23:19;65858109.45;3;3;1;3;66
543;2024-01-01 02:23:40;373333690.24;2;0;3;0;91
544;2024-01-01 02:24:08;320848323.52;4;1;6;1;215
545;2024-01-01 02:24:22;252149848.59;2;2;4;2;1241
546;2024-01-01 02:24:31;294838409.93;1;2;6;2;1153
547;2024-01-01 02:25:10;181723262.43;5;1;2;1;705
548;2024-01-01 02:25:47;469593650.56;6;1;2;1;192
549;2024-01-01 02:25:58;42595326.84;5;0;3;0;977
550;2024-01-01 02:26:24;467659656.94;6;2;2;2;1181
551;2024-01-01 02:27:50;377976656.53;1;2;2;2;286
552;2024-01-01 02:28:23;327914522.08;4;3;6;3;321
553;2024-01-01 02:28:39;250756080.55;4;3;6;3;1207
554;2024-01-01 02:29:41;250565504.97;6;0;2;0;955
555;2024-01-01 02:29:46;488760871.22;2;0;6;0;146
556;2024-01-01 02:29:59;106207983.86;3;2;5;2;8
557;2024-01-01 02:30:45;49877815.76;1;2;4;2;1224
558;2024-01-01 02:31:06;277123855.02;2;0;1;0;64
559;2024-01-01 02:31:46;512949567.09;1;0;6;0;903
560;2024-01-01 02:32:04;30626000.91;6;3;5;3;644
561;2024-01-01 02:32:17;351684672.7;1;0;6;0;156
562;2024-01-01 02:33:06;216026349.32;2;3;6;3;369
563;2024-01-01 02:34:10;308794426.43;5;1;2;1;207
564;2024-01-01 02:34:11;123447201.62;5;0;6;0;578
565;2024-01-01 02:34:37;31277456.28;2;2;3;2;134
566;2024-01-01 02:35:59;25769232.56;5;0;3;0;2
567;2024-01-01 02:36:12;123826423.86;4;3;6;3;952
568;2024-01-01 02:36:17;75380764.5;2;1;6;1;985
569;2024-01-01 02:36:32;417531380.76;6;2;2;2;68
570;2024-01-01 02:36:44;270211922.24;3;0;1;0;175
571;2024-01-01 02:37:31;127700615.46;4;0;6;0;420
572;2024-01-01 02:37:41;162127854.6;4;1;3;1;881
573;2024-01-01 02:40:04;772113905.72;1;0;2;0;200
574;2024-01-01 02:40:26;59020878.75;3;1;4;1;493
575;2024-01-01 02:40:40;307277295.81;6;0;2;0;926
576;2024-01-01 02:42:43;296466824.33;5;3;6;3;41
577;2024-01-01 02:42:59;333162667.55;2;3;6;3;861
578;2024-01-01 02:43:54;27431652.43;6;3;5;3;3
579;2024-01-01 02:44:08;42086117.13;3;0;4;0;299
580;2024-01-01 02:44:43;236395971.0;2;0;1;0;221
581;2024-01-01 02:44:53;716525140.78;2;3;1;3;496
582;2024-01-01 02:45:16;443225398.17;5;2;4;2;1211
583;2024-01-01 02:46:10;7774227.26;1;2;5;2;51
584;2024-01-01 02:46:25;169938039.05;1;3;6;3;621
585;2024-01-01 02:46:28;373213011.85;4;3;3;3;186
586;2024-01-01 02:47:25;89296937.97;2;2;1;2;740
587;2024-01-01 02:47:27;186506187.54;3;0;6;0;904
588;2024-01-01 02:48:06;223674857.89;3;3;6;3;350
589;2024-01-01 02:48:37;291663179.37;6;0;1;0;93
590;2024-01-01 02:48:51;293334026.52;5;3;6;3;379
591;2024-01-01 02:51:16;356405662.97;3;0;6;0;910
592;2024-01-01 02:52:29;280009330.82;4;2;6;2;52
593;2024-01-01 02:52:48;245134739.35;2;0;4;0;1139
594;2024-01-01 02:53:31;351381428.79;1;0;2;0;1081
595;2024-01-01 02:53:33;186506187.54;6;1;3;1;904
596;2024-01-01 02:55:08;406477221.58;1;2;4;2;1166
597;2024-01-01 02:55:54;127747478.87;3;1;6;1;428
598;2024-01-01 02:55:56;127990010.26;5;3;6;3;131
599;2024-01-01 02:56:57;142985191.15;2;0;3;0;285
600;2024-01-01 02:57:19;240848856.97;6;0;2;0;386
601;2024-01-01 02:57:24;123301588.59;2;0;5;0;9
602;2024-01-01 02:58:34;350463550.54;6;2;2;2;539
603;2024-01-01 02:58:56;128631008.81;4;2;5;2;842
604;2024-01-01 02:58:57;24532624.34;5;0;2;0;1236
605;2024-01-01 02:58:59;245589029.64;2;1;3;1;140
606;2024-01-01 02:59:58;93843604.35;2;0;5;0;135
607;2024-01-01 03:00:15;252375654.36;6;2;1;2;514
608;2024-01-01 03:02:18;452436015.41;2;0;1;0;142
609;2024-01-01 03:03:06;27908897.72;4;0;1;0;100
610;2024-01-01 03:03:11;70751452.81;2;0;3;0;190
611;2024-01-01 03:03:18;748423431.19;5;2;1;2;211
612;2024-01-01 03:03:21;275036625.39;3;0;5;0;602
613;2024-01-01 03:03:35;316213917.84;6;0;5;0;519
614;2024-01-01 03:04:02;123258142.82;5;0;2;0;1022
615;2024-01-01 03:04:25;356884147.95;2;0;3;0;939
616;2024-01-01 03:04:51;48686382.2;1;1;5;1;918
617;2024-01-01 03:05:41;204763622.52;3;0;1;0;963
618;2024-01-01 03:05:42;372946614.56;1;1;2;1;885
619;2024-01-01 03:05:56;195614923.22;4;0;2;0;178
620;2024-01-01 03:05:59;118014308.99;5;0;3;0;772
621;2024-01-01 03:06:22;55202865.47;3;3;6;3;965
622;2024-01-01 03:06:34;307277295.81;2;3;6;3;926
623;2024-01-01 03:06:45;174084777.98;3;0;1;0;319
624;2024-01-01 03:06:55;321839198.0;5;1;6;1;295
625;2024-01-01 03:08:21;283880442.68;1;2;4;2;536
626;2024-01-01 03:08:26;181723262.43;2;0;5;0;705
627;2024-01-01 03:09:18;357425587.25;4;0;5;0;67
628;2024-01-01 03:09:58;179539701.97;6;0;3;0;701
629;2024-01-01 03:10:17;189222400.97;4;0;2;0;1175
630;2024-01-01 03:10:26;45411123.36;5;0;1;0;795
631;2024-01-01 03:10:27;445115428.89;1;3;4;3;488
632;2024-01-01 03:11:48;297090611.47;6;0;4;0;1108
633;2024-01-01 03:12:49;113668490.0;6;0;1;0;352
634;2024-01-01 03:12:58;324220086.21;2;3;3;3;1089
635;2024-01-01 03:13:51;221110716.31;6;3;2;3;437
636;2024-01-01 03:15:12;150723700.83;5;1;6;1;1168
637;2024-01-01 03:15:48;256031750.96;6;0;4;0;145
638;2024-01-01 03:15:58;78797199.31;5;0;3;0;224
639;2024-01-01 03:18:07;96820978.81;6;3;2;3;345
640;2024-01-01 03:19:12;614851635.3;3;3;1;3;1126
641;2024-01-01 03:19:17;189084733.61;1;0;3;0;225
642;2024-01-01 03:19:22;72593150.28;1;2;5;2;928
643;2024-01-01 03:19:36;66910519.28;2;1;5;1;868
644;2024-01-01 03:19:42;355978644.07;3;0;1;0;938
645;2024-01-01 03:20:12;425183818.41;5;2;2;2;397
646;2024-01-01 03:21:03;62254678.04;5;0;4;0;957
647;2024-01-01 03:21:12;372753404.72;2;0;4;0;999
648;2024-01-01 03:21:16;54141099.49;4;2;5;2;163
649;2024-01-01 03:21:46;158650484.97;3;3;1;3;230
650;2024-01-01 03:22:05;217113622.49;6;0;3;0;759
651;2024-01-01 03:22:14;115589995.33;2;0;1;0;980
652;2024-01-01 03:22:21;351684672.7;6;3;1;3;156
653;2024-01-01 03:22:44;441789109.23;5;3;2;3;429
654;2024-01-01 03:23:07;319909520.67;1;2;6;2;269
655;2024-01-01 03:23:39;27485098.52;5;2;6;2;1059
656;2024-01-01 03:23:45;346923711.65;3;0;6;0;566
657;2024-01-01 03:24:18;227672114.15;3;0;4;0;331
658;2024-01-01 03:24:21;67909927.77;5;0;4;0;432
659;2024-01-01 03:24:54;58562481.42;2;2;5;2;124
660;2024-01-01 03:25:10;611722778.17;6;3;1;3;423
661;2024-01-01 03:26:06;68194104.88;6;0;2;0;329
662;2024-01-01 03:26:19;363585236.13;1;0;5;0;422
663;2024-01-01 03:26:22;110249320.45;3;0;4;0;223
664;2024-01-01 03:26:36;417531380.76;2;0;6;0;68
665;2024-01-01 03:27:12;204763622.52;1;2;3;2;963
666;2024-01-01 03:27:19;60028943.96;1;2;5;2;1065
667;2024-01-01 03:27:56;188597288.61;3;0;4;0;480
668;2024-01-01 03:28:03;26105579.3;4;0;5;0;675
669;2024-01-01 03:28:20;78348380.97;3;0;5;0;1231
670;2024-01-01 03:28:21;133647135.15;5;0;2;0;950
671;2024-01-01 03:29:06;97139343.11;5;0;6;0;494
672;2024-01-01 03:29:32;26413432.45;6;0;4;0;213
673;2024-01-01 03:30:15;219374959.77;5;3;6;3;74
674;2024-01-01 03:30:19;588806230.68;6;1;1;1;108
675;2024-01-01 03:31:10;263371983.37;6;0;3;0;691
676;2024-01-01 03:31:38;81575496.9;4;3;2;3;925
677;2024-01-01 03:31:44;93746101.67;3;2;5;2;877
678;2024-01-01 03:31:50;111766418.67;5;0;3;0;1178
679;2024-01-01 03:32:23;662024453.23;3;1;1;1;126
680;2024-01-01 03:32:32;669163995.9;1;0;6;0;1019
681;2024-01-01 03:32:37;96461065.26;6;2;3;2;943
682;2024-01-01 03:32:58;132870767.03;5;2;3;2;876
683;2024-01-01 03:33:00;30815505.3;6;0;4;0;1210
684;2024-01-01 03:33:19;101079451.39;5;2;4;2;482
685;2024-01-01 03:33:24;124411198.16;6;0;5;0;511
686;2024-01-01 03:33:26;117793253.97;4;2;3;2;497
687;2024-01-01 03:33:54;404849146.79;3;0;4;0;75
688;2024-01-01 03:34:02;669302780.67;3;3;1;3;708
689;2024-01-01 03:34:41;669163995.9;6;3;1;3;1019
690;2024-01-01 03:35:05;31325937.74;5;0;1;0;770
691;2024-01-01 03:36:10;258661827.3;4;2;6;2;882
692;2024-01-01 03:36:40;399541158.94;1;0;2;0;33
693;2024-01-01 03:36:59;263902238.5;4;3;1;3;588
694;2024-01-01 03:37:51;31868608.27;6;0;3;0;1086
695;2024-01-01 03:38:17;12407951.51;1;1;5;1;284
696;2024-01-01 03:38:23;62254678.04;4;1;5;1;957
697;2024-01-01 03:38:27;297027173.65;1;1;3;1;472
698;2024-01-01 03:38:31;218513146.4;6;0;4;0;537
699;2024-01-01 03:38:44;332170543.46;2;0;4;0;316
700;2024-01-01 03:39:09;171102665.83;3;1;6;1;1074
701;2024-01-01 03:39:16;135425503.22;5;0;1;0;1118
702;2024-01-01 03:40:23;259793639.41;5;2;4;2;524
703;2024-01-01 03:40:42;554841191.38;1;0;4;0;1070
704;2024-01-01 03:40:51;189141397.66;2;1;3;1;314
705;2024-01-01 03:41:41;87393089.86;6;0;4;0;1068
706;2024-01-01 03:42:34;479923165.26;1;0;4;0;565
707;2024-01-01 03:43:43;301214397.46;3;0;5;0;86
708;2024-01-01 03:45:05;307416962.53;2;0;1;0;1199
709;2024-01-01 03:45:28;494667391.41;6;2;2;2;462
710;2024-01-01 03:45:29;267229205.33;5;1;2;1;244
711;2024-01-01 03:45:40;58562481.42;5;0;2;0;124
712;2024-01-01 03:46:03;126412571.43;4;2;6;2;899
713;2024-01-01 03:46:04;138519048.65;3;0;1;0;713
714;2024-01-01 03:47:45;95951272.47;6;0;3;0;916
715;2024-01-01 03:48:57;237199767.46;4;2;6;2;1135
716;2024-01-01 03:49:13;599343088.18;1;0;2;0;1154
717;2024-01-01 03:49:58;592911777.48;6;3;1;3;5
718;2024-01-01 03:50:02;141679770.9;3;1;1;1;29
719;2024-01-01 03:50:04;45312532.83;5;0;1;0;936
720;2024-01-01 03:51:28;321955720.66;4;2;2;2;570
721;2024-01-01 03:51:59;117769570.15;2;3;6;3;13
722;2024-01-01 03:54:20;393039226.0;2;1;3;1;1128
723;2024-01-01 03:54:36;323025285.48;6;1;2;1;1223
724;2024-01-01 03:54:48;92538131.1;3;0;2;0;822
725;2024-01-01 03:55:09;264211922.13;6;1;3;1;264
726;2024-01-01 03:55:29;347226856.94;2;1;1;1;1217
727;2024-01-01 03:55:52;158650484.97;1;0;3;0;230
728;2024-01-01 03:56:02;219744574.37;4;1;2;1;799
729;2024-01-01 03:57:00;114674524.72;6;3;5;3;603
730;2024-01-01 03:57:29;65858109.45;1;0;3;0;66
731;2024-01-01 03:57:43;55202865.47;6;0;3;0;965
732;2024-01-01 03:58:34;158655681.27;5;1;3;1;1064
733;2024-01-01 03:59:57;24341003.95;5;0;2;0;42
734;2024-01-01 04:00:43;280853990.43;3;0;1;0;164
735;2024-01-01 04:00:52;62867964.13;3;0;6;0;994
736;2024-01-01 04:01:34;266389430.51;1;0;3;0;12
737;2024-01-01 04:02:08;407350868.5;2;2;3;2;785
738;2024-01-01 04:02:22;35066049.64;6;0;2;0;404
739;2024-01-01 04:05:29;125564987.26;6;1;5;1;400
740;2024-01-01 04:05:32;172434430.2;3;0;1;0;845
741;2024-01-01 04:06:08;53841093.93;3;0;4;0;152
742;2024-01-01 04:07:22;369972392.89;4;1;3;1;553
743;2024-01-01 04:08:12;361221012.14;6;2;2;2;533
744;2024-01-01 04:08:25;316213917.84;5;3;6;3;519
745;2024-01-01 04:08:30;294065557.24;6;0;2;0;409
746;2024-01-01 04:09:00;442450479.22;1;1;4;1;240
747;2024-01-01 04:09:00;29637512.0;5;0;3;0;1120
748;2024-01-01 04:09:10;128532402.13;3;1;5;1;506
749;2024-01-01 04:10:13;194625974.2;6;0;2;0;717
750;2024-01-01 04:10:47;101273805.49;2;0;3;0;188
751;2024-01-01 04:11:44;104959081.34;6;3;5;3;106
752;2024-01-01 04:12:31;267934178.96;2;1;6;1;475
753;2024-01-01 04:12:43;130216437.17;5;0;3;0;548
754;2024-01-01 04:13:03;476653062.01;4;0;5;0;984
755;2024-01-01 04:15:28;36692446.51;3;0;4;0;79
756;2024-01-01 04:16:21;121038995.95;1;1;5;1;118
757;2024-01-01 04:16:21;50993102.59;4;0;1;0;1155
758;2024-01-01 04:16:34;110164423.27;6;0;5;0;810
759;2024-01-01 04:16:35;792824593.0;1;0;3;0;176
760;2024-01-01 04:16:35;262419788.97;5;1;6;1;1208
761;2024-01-01 04:16:39;681793452.55;1;0;4;0;1096
762;2024-01-01 04:17:11;62273330.25;4;2;3;2;458
763;2024-01-01 04:17:43;136779455.99;6;0;2;0;725
764;2024-01-01 04:18:17;327932187.48;4;1;1;1;383
765;2024-01-01 04:19:05;240764960.78;3;0;1;0;1184
766;2024-01-01 04:19:17;315600901.03;3;2;6;2;1115
767;2024-01-01 04:19:57;198966221.2;3;0;1;0;912
768;2024-01-01 04:19:58;515425975.52;1;0;6;0;761
769;2024-01-01 04:20:34;135425503.22;1;2;5;2;1118
770;2024-01-01 04:20:37;26413432.45;4;2;6;2;213
771;2024-01-01 04:20:52;358890543.97;2;1;4;1;30
772;2024-01-01 04:21:36;138722724.21;3;2;1;2;594
773;2024-01-01 04:21:52;486661814.92;1;0;3;0;1014
774;2024-01-01 04:22:23;315303357.75;4;2;3;2;657
775;2024-01-01 04:22:43;78315287.01;3;0;5;0;673
776;2024-01-01 04:22:54;80764841.22;5;3;6;3;1017
777;2024-01-01 04:23:07;399541158.94;2;3;1;3;33
778;2024-01-01 04:23:15;124732135.78;3;3;5;3;1165
779;2024-01-01 04:23:16;102768686.39;1;1;6;1;396
780;2024-01-01 04:24:15;375571662.5;3;2;4;2;360
781;2024-01-01 04:24:40;22108881.72;3;2;5;2;456
782;2024-01-01 04:24:40;273175216.35;6;0;4;0;1018
783;2024-01-01 04:26:18;139910353.08;3;2;2;2;69
784;2024-01-01 04:26:25;196453039.18;3;3;1;3;556
785;2024-01-01 04:26:31;249870764.12;6;0;5;0;362
786;2024-01-01 04:27:26;162530983.42;4;1;1;1;946
787;2024-01-01 04:27:28;315303357.75;3;0;4;0;657
788;2024-01-01 04:28:15;57143317.84;3;0;2;0;568
789;2024-01-01 04:28:17;100063827.25;5;0;2;0;741
790;2024-01-01 04:28:28;488249823.8;1;3;4;3;864
791;2024-01-01 04:29:02;359786813.24;3;3;2;3;438
792;2024-01-01 04:29:20;384487187.5;4;3;3;3;695
793;2024-01-01 04:29:25;187006946.59;4;2;3;2;923
794;2024-01-01 04:29:38;201093413.62;6;0;5;0;1147
795;2024-01-01 04:29:59;28496756.42;5;0;3;0;633
796;2024-01-01 04:30:03;137831743.67;5;0;6;0;1152
797;2024-01-01 04:30:10;35519297.49;4;2;5;2;1203
798;2024-01-01 04:30:25;234451131.01;2;0;4;0;869
799;2024-01-01 04:30:48;108209503.78;2;3;5;3;793
800;2024-01-01 04:30:55;111373189.18;2;2;6;2;866
801;2024-01-01 04:31:22;136101559.35;6;2;1;2;377
802;2024-01-01 04:31:50;57001288.19;3;2;1;2;986
803;2024-01-01 04:32:33;233196272.3;6;1;4;1;1213
804;2024-01-01 04:32:46;300669832.41;6;0;5;0;606
805;2024-01-01 04:33:37;792859324.73;3;1;1;1;267
806;2024-01-01 04:34:37;245134739.35;4;2;2;2;1139
807;2024-01-01 04:34:43;566777791.17;1;0;4;0;236
808;2024-01-01 04:35:54;46288555.43;4;0;6;0;580
809;2024-01-01 04:36:05;59898248.87;4;0;2;0;1012
810;2024-01-01 04:36:16;159602741.89;4;0;1;0;344
811;2024-01-01 04:36:28;50867414.38;3;0;6;0;1072
812;2024-01-01 04:36:35;169007745.1;1;3;6;3;1134
813;2024-01-01 04:37:19;498832957.31;5;3;4;3;530
814;2024-01-01 04:37:47;97967245.51;3;0;2;0;347
815;2024-01-01 04:37:55;216026349.32;6;0;2;0;369
816;2024-01-01 04:39:05;101273805.49;3;1;2;1;188
817;2024-01-01 04:39:19;315600901.03;6;0;3;0;1115
818;2024-01-01 04:39:32;467659656.94;2;0;6;0;1181
819;2024-01-01 04:40:57;92849096.48;5;0;1;0;90
820;2024-01-01 04:40:59;126646958.68;1;1;5;1;476
821;2024-01-01 04:41:01;385215606.28;6;2;1;2;185
822;2024-01-01 04:41:16;70092845.71;4;0;6;0;784
823;2024-01-01 04:41:16;487096189.09;3;1;2;1;365
824;2024-01-01 04:42:06;387547580.26;4;0;6;0;346
825;2024-01-01 04:43:53;377976656.53;2;0;1;0;286
826;2024-01-01 04:44:48;213035998.27;6;3;2;3;447
827;2024-01-01 04:45:16;125221629.75;2;0;4;0;622
828;2024-01-01 04:45:25;212096829.26;4;0;1;0;410
829;2024-01-01 04:45:40;34271530.88;2;1;5;1;487
830;2024-01-01 04:45:49;60926441.2;6;1;3;1;960
831;2024-01-01 04:47:12;228059641.14;1;1;2;1;839
832;2024-01-01 04:47:22;488081495.95;4;3;2;3;183
833;2024-01-01 04:47:26;50588036.51;6;3;1;3;1001
834;2024-01-01 04:47:48;32250387.89;5;2;3;2;1150
835;2024-01-01 04:48:06;44710692.01;2;3;4;3;921
836;2024-01-01 04:49:12;175154901.51;1;0;6;0;153
837;2024-01-01 04:50:09;487096189.09;2;0;3;0;365
838;2024-01-01 04:51:27;126412571.43;6;0;4;0;899
839;2024-01-01 04:52:28;237149958.68;6;0;3;0;804
840;2024-01-01 04:53:02;65683560.73;6;0;3;0;1035
841;2024-01-01 04:53:05;262863943.41;4;0;2;0;794
842;2024-01-01 04:54:48;320112526.18;5;2;2;2;280
843;2024-01-01 04:54:49;168085822.1;1;1;4;1;1218
844;2024-01-01 04:55:22;219374959.77;6;0;5;0;74
845;2024-01-01 04:56:28;50638599.18;5;0;3;0;680
846;2024-01-01 04:57:41;30504697.51;4;3;6;3;641
847;2024-01-01 04:58:24;129134199.24;1;2;5;2;59
848;2024-01-01 04:59:49;85339895.57;4;2;6;2;289
849;2024-01-01 05:00:28;127657100.22;5;0;4;0;182
850;2024-01-01 05:01:12;232271566.85;6;0;2;0;363
851;2024-01-01 05:01:20;54603703.74;5;0;6;0;392
852;2024-01-01 05:01:49;212096829.26;1;2;4;2;410
853;2024-01-01 05:02:49;143193612.8;3;1;5;1;739
854;2024-01-01 05:03:11;347226856.94;1;0;2;0;1217
855;2024-01-01 05:03:26;141625242.78;1;3;5;3;961
856;2024-01-01 05:04:50;86891387.41;6;1;4;1;996
857;2024-01-01 05:05:09;187701138.83;4;0;5;0;484
858;2024-01-01 05:05:42;259793639.41;4;0;5;0;524
859;2024-01-01 05:05:56;91183388.22;6;3;5;3;1028
860;2024-01-01 05:06:27;479474550.54;5;3;2;3;37
861;2024-01-01 05:06:28;149429707.79;5;0;6;0;1159
862;2024-01-01 05:06:38;141584420.23;1;0;2;0;1177
863;2024-01-01 05:06:43;333162667.55;6;0;2;0;861
864;2024-01-01 05:06:58;198966221.2;1;3;3;3;912
865;2024-01-01 05:07:07;490730979.08;5;3;1;3;112
866;2024-01-01 05:07:27;342201038.92;5;3;2;3;31
867;2024-01-01 05:08:34;164196823.18;3;0;1;0;647
868;2024-01-01 05:08:39;136786178.56;3;3;1;3;1044
869;2024-01-01 05:08:51;360851369.56;1;3;2;3;174
870;2024-01-01 05:09:29;269505870.34;4;0;2;0;205
871;2024-01-01 05:10:56;50867414.38;6;2;3;2;1072
872;2024-01-01 05:11:32;111170545.0;3;0;1;0;1097
873;2024-01-01 05:11:44;86608264.21;5;2;6;2;325
874;2024-01-01 05:12:36;792824593.0;3;2;1;2;176
875;2024-01-01 05:13:51;220997945.28;1;1;4;1;1141
876;2024-01-01 05:15:12;381984486.81;3;0;4;0;637
877;2024-01-01 05:15:23;119279438.41;6;1;1;1;693
878;2024-01-01 05:16:06;93329956.16;6;0;2;0;157
879;2024-01-01 05:16:52;200289317.35;2;0;1;0;878
880;2024-01-01 05:16:58;166029903.27;4;0;3;0;1200
881;2024-01-01 05:16:59;136164840.28;6;0;3;0;1137
882;2024-01-01 05:17:14;136726289.23;2;0;4;0;1088
883;2024-01-01 05:19:25;67688198.32;1;0;2;0;292
884;2024-01-01 05:19:25;744841985.27;6;1;1;1;1140
885;2024-01-01 05:19:36;394064726.36;3;0;1;0;1073
886;2024-01-01 05:20:01;40674424.87;3;1;4;1;920
887;2024-01-01 05:20:06;77673055.43;6;2;5;2;330
888;2024-01-01 05:20:22;192040660.22;5;3;6;3;559
889;2024-01-01 05:20:28;299913170.99;6;2;4;2;598
890;2024-01-01 05:20:35;244834526.87;3;0;2;0;1043
891;2024-01-01 05:20:43;182862538.54;6;0;4;0;1242
892;2024-01-01 05:21:32;406518388.06;1;3;2;3;1143
893;2024-01-01 05:21:41;57497757.65;3;0;6;0;403
