TID;Time;Activity
555;14:11;Matched
972;14:11;Matched
971;14:11;Matched
1634;14:11;Added to queue 1
2183;14:11;Added to queue 1
556;14:11;Settled successful
555;14:11;Settled successful
972;14:11;Added to queue 2
971;14:11;Added to queue 2
784;14:11;Added again to queue 2
783;14:11;Added again to queue 2
2072;14:11;Added again to queue 2
2071;14:11;Added again to queue 2
1094;14:11;Added again to queue 2
1093;14:11;Added again to queue 2
2276;14:11;Added again to queue 2
2275;14:11;Added again to queue 2
1903;14:11;Added again to queue 2
1904;14:11;Added again to queue 2
896;14:11;Added again to queue 2
895;14:11;Added again to queue 2
103;14:11;Settled successful from queue 2
104;14:11;Settled successful from queue 2
882;14:11;Added again to queue 2
881;14:11;Added again to queue 2
1190;14:11;Added again to queue 2
1189;14:11;Added again to queue 2
2126;14:11;Added again to queue 2
2125;14:11;Added again to queue 2
841;14:13;Matched
842;14:13;Matched
1006;14:13;Added to queue 1
1042;14:13;Added to queue 1
1333;14:13;Matched
1334;14:13;Matched
2221;14:13;Added to queue 1
2441;14:13;Matched
2442;14:13;Matched
2445;14:13;Matched
2446;14:13;Matched
841;14:13;Added to queue 2
842;14:13;Added to queue 2
1333;14:13;Added to queue 2
1334;14:13;Added to queue 2
2441;14:13;Settled successful
2442;14:13;Settled successful
2445;14:13;Added to queue 2
2446;14:13;Added to queue 2
463;14:13;Added again to queue 2
464;14:13;Added again to queue 2
3000;14:13;Added again to queue 2
2999;14:13;Added again to queue 2
1081;14:14;Added to queue 1
2432;14:14;Matched
2431;14:14;Matched
2432;14:14;Settled successful
2431;14:14;Settled successful
295;14:14;Added again to queue 2
296;14:14;Added again to queue 2
2354;14:14;Added again to queue 2
2353;14:14;Added again to queue 2
2113;14:14;Settled successful from queue 2
2114;14:14;Settled successful from queue 2
2011;14:14;Added again to queue 2
2012;14:14;Added again to queue 2
1110;14:14;Settled successful from queue 2
1109;14:14;Settled successful from queue 2
2209;14:15;Matched
2210;14:15;Matched
2209;14:15;Settled successful
2210;14:15;Settled successful
2619;14:15;Added again to queue 2
2620;14:15;Added again to queue 2
831;14:15;Added again to queue 2
832;14:15;Added again to queue 2
192;14:16;Matched
191;14:16;Matched
207;14:16;Matched
208;14:16;Matched
192;14:16;Added to queue 2
191;14:16;Added to queue 2
207;14:16;Added to queue 2
208;14:16;Added to queue 2
332;14:17;Matched
331;14:17;Matched
2310;14:17;Matched
2309;14:17;Matched
2351;14:17;Added to queue 1
2685;14:17;Matched
2686;14:17;Matched
332;14:17;Added to queue 2
331;14:17;Added to queue 2
2310;14:17;Settled successful
2309;14:17;Settled successful
2685;14:17;Added to queue 2
2686;14:17;Added to queue 2
761;14:17;Added again to queue 2
762;14:17;Added again to queue 2
2403;14:17;Added again to queue 2
2404;14:17;Added again to queue 2
873;14:17;Added again to queue 2
874;14:17;Added again to queue 2
294;14:17;Added again to queue 2
293;14:17;Added again to queue 2
3100;14:17;Added again to queue 2
3099;14:17;Added again to queue 2
536;14:18;Added to queue 1
948;14:18;Matched
947;14:18;Matched
2069;14:18;Added to queue 1
2195;14:18;Matched
2196;14:18;Matched
948;14:18;Settled successful
947;14:18;Settled successful
2195;14:18;Settled successful
2196;14:18;Settled successful
2762;14:18;Added again to queue 2
2761;14:18;Added again to queue 2
2777;14:18;Added again to queue 2
2778;14:18;Added again to queue 2
2005;14:18;Settled successful from queue 2
2006;14:18;Settled successful from queue 2
207;14:18;Added again to queue 2
208;14:18;Added again to queue 2
295;14:18;Added again to queue 2
296;14:18;Added again to queue 2
2354;14:18;Added again to queue 2
2353;14:18;Added again to queue 2
2011;14:18;Added again to queue 2
2012;14:18;Added again to queue 2
354;14:20;Matched
353;14:20;Matched
973;14:20;Matched
974;14:20;Matched
1120;14:20;Added to queue 1
2342;14:20;Matched
2341;14:20;Matched
354;14:20;Added to queue 2
353;14:20;Added to queue 2
973;14:20;Settled successful
974;14:20;Settled successful
2342;14:20;Settled successful
2341;14:20;Settled successful
2033;14:20;Settled successful from queue 2
2034;14:20;Settled successful from queue 2
332;14:20;Added again to queue 2
331;14:20;Added again to queue 2
354;14:20;Added again to queue 2
353;14:20;Added again to queue 2
1174;14:20;Added again to queue 2
1173;14:20;Added again to queue 2
836;14:20;Added again to queue 2
835;14:20;Added again to queue 2
135;14:20;Added again to queue 2
136;14:20;Added again to queue 2
1279;14:20;Added again to queue 2
1280;14:20;Added again to queue 2
758;14:20;Added again to queue 2
757;14:20;Added again to queue 2
1793;14:20;Added again to queue 2
1794;14:20;Added again to queue 2
463;14:20;Added again to queue 2
464;14:20;Added again to queue 2
2948;14:20;Added again to queue 2
2947;14:20;Added again to queue 2
2456;14:20;Added again to queue 2
2455;14:20;Added again to queue 2
3100;14:20;Added again to queue 2
3099;14:20;Added again to queue 2
2857;14:20;Added again to queue 2
2858;14:20;Added again to queue 2
841;14:20;Added again to queue 2
842;14:20;Added again to queue 2
2445;14:20;Settled successful from queue 2
2446;14:20;Settled successful from queue 2
192;14:20;Added again to queue 2
191;14:20;Added again to queue 2
207;14:20;Added again to queue 2
208;14:20;Added again to queue 2
2685;14:20;Added again to queue 2
2686;14:20;Added again to queue 2
807;14:21;Matched
808;14:21;Matched
1896;14:21;Matched
1895;14:21;Matched
2992;14:21;Matched
2991;14:21;Matched
807;14:21;Added to queue 2
808;14:21;Added to queue 2
1896;14:21;Added to queue 2
1895;14:21;Added to queue 2
2992;14:21;Added to queue 2
2991;14:21;Added to queue 2
1142;14:23;Added to queue 1
2178;14:23;Matched
2177;14:23;Matched
2511;14:23;Added to queue 1
2178;14:23;Settled successful
2177;14:23;Settled successful
2619;14:23;Added again to queue 2
2620;14:23;Added again to queue 2
831;14:23;Added again to queue 2
832;14:23;Added again to queue 2
354;14:23;Added again to queue 2
353;14:23;Added again to queue 2
972;14:23;Added again to queue 2
971;14:23;Added again to queue 2
1240;14:24;Matched
1239;14:24;Matched
1360;14:24;Matched
1359;14:24;Matched
1240;14:24;Settled successful
1239;14:24;Settled successful
1360;14:24;Settled successful
1359;14:24;Settled successful
1183;14:24;Added again to queue 2
1184;14:24;Added again to queue 2
2970;14:24;Added again to queue 2
2969;14:24;Added again to queue 2
120;14:24;Added again to queue 2
119;14:24;Added again to queue 2
1946;14:24;Added again to queue 2
1945;14:24;Added again to queue 2
1175;14:24;Added again to queue 2
1176;14:24;Added again to queue 2
2106;14:24;Added again to queue 2
2105;14:24;Added again to queue 2
533;14:25;Matched
534;14:25;Matched
903;14:25;Matched
904;14:25;Matched
1802;14:25;Added to queue 1
2303;14:25;Matched
2304;14:25;Matched
2937;14:25;Matched
2938;14:25;Matched
533;14:25;Settled successful
534;14:25;Settled successful
903;14:25;Added to queue 2
904;14:25;Added to queue 2
2303;14:25;Settled successful
2304;14:25;Settled successful
2937;14:25;Settled successful
2938;14:25;Settled successful
207;14:25;Added again to queue 2
208;14:25;Added again to queue 2
1174;14:25;Added again to queue 2
1173;14:25;Added again to queue 2
836;14:25;Added again to queue 2
835;14:25;Added again to queue 2
135;14:25;Added again to queue 2
136;14:25;Added again to queue 2
2665;14:25;Added again to queue 2
2666;14:25;Added again to queue 2
1896;14:25;Added again to queue 2
1895;14:25;Added again to queue 2
202;14:26;Added to queue 1
289;14:26;Matched
290;14:26;Matched
648;14:26;Added to queue 1
1438;14:26;Matched
1437;14:26;Matched
289;14:26;Added to queue 2
290;14:26;Added to queue 2
1438;14:26;Added to queue 2
1437;14:26;Added to queue 2
1995;14:27;Matched
1996;14:27;Matched
2390;14:27;Matched
2389;14:27;Matched
1995;14:27;Settled successful
1996;14:27;Settled successful
2390;14:27;Settled successful
2389;14:27;Settled successful
831;14:27;Settled successful from queue 2
832;14:27;Settled successful from queue 2
3000;14:27;Added again to queue 2
2999;14:27;Added again to queue 2
295;14:27;Added again to queue 2
296;14:27;Added again to queue 2
2354;14:27;Added again to queue 2
2353;14:27;Added again to queue 2
2011;14:27;Added again to queue 2
2012;14:27;Added again to queue 2
903;14:27;Added again to queue 2
904;14:27;Added again to queue 2
3100;14:27;Added again to queue 2
3099;14:27;Added again to queue 2
280;14:29;Matched
279;14:29;Matched
785;14:29;Added to queue 1
1514;14:29;Matched
1513;14:29;Matched
2841;14:29;Matched
2842;14:29;Matched
280;14:29;Added to queue 2
279;14:29;Added to queue 2
1514;14:29;Added to queue 2
1513;14:29;Added to queue 2
2841;14:29;Settled successful
2842;14:29;Settled successful
784;14:29;Added again to queue 2
783;14:29;Added again to queue 2
3000;14:29;Settled successful from queue 2
2999;14:29;Settled successful from queue 2
882;14:29;Added again to queue 2
881;14:29;Added again to queue 2
807;14:29;Settled successful from queue 2
808;14:29;Settled successful from queue 2
903;14:29;Added again to queue 2
904;14:29;Added again to queue 2
2255;14:29;Added again to queue 2
2256;14:29;Added again to queue 2
1539;14:29;Settled successful from queue 2
1540;14:29;Settled successful from queue 2
1037;14:29;Added again to queue 2
1038;14:29;Added again to queue 2
2992;14:29;Added again to queue 2
2991;14:29;Added again to queue 2
680;14:30;Added to queue 1
1368;14:30;Matched
1367;14:30;Matched
1604;14:30;Matched
1603;14:30;Matched
2897;14:30;Added to queue 1
1368;14:30;Settled successful
1367;14:30;Settled successful
1604;14:30;Added to queue 2
1603;14:30;Added to queue 2
1174;14:30;Added again to queue 2
1173;14:30;Added again to queue 2
836;14:30;Added again to queue 2
835;14:30;Added again to queue 2
135;14:30;Added again to queue 2
136;14:30;Added again to queue 2
2284;14:31;Added to queue 1
943;14:32;Matched
944;14:32;Matched
1107;14:32;Matched
1108;14:32;Matched
1528;14:32;Matched
1527;14:32;Matched
2611;14:32;Matched
2612;14:32;Matched
943;14:32;Settled successful
944;14:32;Settled successful
1107;14:32;Added to queue 2
1108;14:32;Added to queue 2
1528;14:32;Settled successful
1527;14:32;Settled successful
2611;14:32;Added to queue 2
2612;14:32;Added to queue 2
2665;14:32;Added again to queue 2
2666;14:32;Added again to queue 2
1896;14:32;Added again to queue 2
1895;14:32;Added again to queue 2
2063;14:33;Added to queue 1
1023;14:34;Matched
1024;14:34;Matched
1921;14:34;Matched
1922;14:34;Matched
1023;14:34;Added to queue 2
1024;14:34;Added to queue 2
1921;14:34;Added to queue 2
1922;14:34;Added to queue 2
2962;14:36;Matched
2961;14:36;Matched
2962;14:36;Settled successful
2961;14:36;Settled successful
761;14:36;Added again to queue 2
762;14:36;Added again to queue 2
2403;14:36;Added again to queue 2
2404;14:36;Added again to queue 2
873;14:36;Added again to queue 2
874;14:36;Added again to queue 2
294;14:36;Added again to queue 2
293;14:36;Added again to queue 2
289;14:36;Added again to queue 2
290;14:36;Added again to queue 2
2948;14:36;Added again to queue 2
2947;14:36;Added again to queue 2
685;14:37;Added to queue 1
422;14:38;Matched
421;14:38;Matched
1509;14:38;Matched
1510;14:38;Matched
2218;14:38;Matched
2217;14:38;Matched
2234;14:38;Matched
2233;14:38;Matched
422;14:38;Added to queue 2
421;14:38;Added to queue 2
1509;14:38;Settled successful
1510;14:38;Settled successful
2218;14:38;Settled successful
2217;14:38;Settled successful
2234;14:38;Added to queue 2
2233;14:38;Added to queue 2
1793;14:38;Added again to queue 2
1794;14:38;Added again to queue 2
294;14:38;Added again to queue 2
293;14:38;Added again to queue 2
2106;14:38;Added again to queue 2
2105;14:38;Added again to queue 2
135;14:38;Settled successful from queue 2
136;14:38;Settled successful from queue 2
192;14:38;Added again to queue 2
191;14:38;Added again to queue 2
2627;14:38;Added again to queue 2
2628;14:38;Added again to queue 2
2156;14:38;Added again to queue 2
2155;14:38;Added again to queue 2
332;14:38;Added again to queue 2
331;14:38;Added again to queue 2
2665;14:38;Added again to queue 2
2666;14:38;Added again to queue 2
1896;14:38;Settled successful from queue 2
1895;14:38;Settled successful from queue 2
1921;14:38;Added again to queue 2
1922;14:38;Added again to queue 2
177;14:39;Added to queue 1
1000;14:39;Matched
999;14:39;Matched
1000;14:39;Settled successful
999;14:39;Settled successful
2234;14:39;Settled successful from queue 2
2233;14:39;Settled successful from queue 2
1903;14:39;Added again to queue 2
1904;14:39;Added again to queue 2
873;14:39;Settled successful from queue 2
874;14:39;Settled successful from queue 2
1497;14:40;Added to queue 1
839;14:41;Added to queue 1
1262;14:41;Added to queue 1
1467;14:41;Matched
1468;14:41;Matched
1467;14:41;Settled successful
1468;14:41;Settled successful
2762;14:41;Added again to queue 2
2761;14:41;Added again to queue 2
2777;14:41;Added again to queue 2
2778;14:41;Added again to queue 2
414;14:42;Matched
413;14:42;Matched
426;14:42;Matched
425;14:42;Matched
1303;14:42;Added to queue 1
1435;14:42;Matched
1436;14:42;Matched
2052;14:42;Matched
2051;14:42;Matched
2469;14:42;Matched
2470;14:42;Matched
414;14:42;Settled successful
413;14:42;Settled successful
426;14:42;Added to queue 2
425;14:42;Added to queue 2
1435;14:42;Settled successful
1436;14:42;Settled successful
2052;14:42;Added to queue 2
2051;14:42;Added to queue 2
2469;14:42;Added to queue 2
2470;14:42;Added to queue 2
3100;14:42;Added again to queue 2
3099;14:42;Added again to queue 2
2354;14:42;Added again to queue 2
2353;14:42;Added again to queue 2
1365;14:43;Added to queue 1
1515;14:43;Added to queue 1
412;14:45;Matched
411;14:45;Matched
2063;14:45;Matched
2064;14:45;Matched
412;14:45;Settled successful
411;14:45;Settled successful
2063;14:45;Added to queue 2
2064;14:45;Added to queue 2
1279;14:45;Added again to queue 2
1280;14:45;Added again to queue 2
758;14:45;Added again to queue 2
757;14:45;Added again to queue 2
1793;14:45;Added again to queue 2
1794;14:45;Added again to queue 2
463;14:45;Settled successful from queue 2
464;14:45;Settled successful from queue 2
2948;14:45;Added again to queue 2
2947;14:45;Added again to queue 2
2456;14:45;Added again to queue 2
2455;14:45;Added again to queue 2
3100;14:45;Added again to queue 2
3099;14:45;Added again to queue 2
2857;14:45;Added again to queue 2
2858;14:45;Added again to queue 2
841;14:45;Added again to queue 2
842;14:45;Added again to queue 2
192;14:45;Added again to queue 2
191;14:45;Added again to queue 2
207;14:45;Added again to queue 2
208;14:45;Added again to queue 2
2685;14:45;Added again to queue 2
2686;14:45;Added again to queue 2
1023;14:45;Added again to queue 2
1024;14:45;Added again to queue 2
2052;14:45;Added again to queue 2
2051;14:45;Added again to queue 2
2762;14:45;Settled successful from queue 2
2761;14:45;Settled successful from queue 2
377;14:46;Added to queue 1
2060;14:46;Matched
2059;14:46;Matched
2453;14:46;Added to queue 1
3056;14:46;Matched
3055;14:46;Matched
2060;14:46;Added to queue 2
2059;14:46;Added to queue 2
3056;14:46;Settled successful
3055;14:46;Settled successful
1889;14:46;Added again to queue 2
1890;14:46;Added again to queue 2
1232;14:46;Added again to queue 2
1231;14:46;Added again to queue 2
972;14:46;Settled successful from queue 2
971;14:46;Settled successful from queue 2
280;14:46;Added again to queue 2
279;14:46;Added again to queue 2
1604;14:46;Added again to queue 2
1603;14:46;Added again to queue 2
1604;14:46;Added again to queue 2
1603;14:46;Added again to queue 2
576;14:47;Added to queue 1
1478;14:47;Added to queue 1
242;14:48;Matched
241;14:48;Matched
2637;14:48;Added to queue 1
2905;14:48;Matched
2906;14:48;Matched
242;14:48;Settled successful
241;14:48;Settled successful
2905;14:48;Added to queue 2
2906;14:48;Added to queue 2
295;14:48;Added again to queue 2
296;14:48;Added again to queue 2
2354;14:48;Settled successful from queue 2
2353;14:48;Settled successful from queue 2
2011;14:48;Added again to queue 2
2012;14:48;Added again to queue 2
903;14:48;Added again to queue 2
904;14:48;Added again to queue 2
1183;14:48;Added again to queue 2
1184;14:48;Added again to queue 2
1174;14:48;Added again to queue 2
1173;14:48;Added again to queue 2
1175;14:48;Added again to queue 2
1176;14:48;Added again to queue 2
1889;14:48;Added again to queue 2
1890;14:48;Added again to queue 2
2255;14:48;Added again to queue 2
2256;14:48;Added again to queue 2
1514;14:48;Added again to queue 2
1513;14:48;Added again to queue 2
1652;14:49;Matched
1651;14:49;Matched
1652;14:49;Added to queue 2
1651;14:49;Added to queue 2
933;14:50;Matched
934;14:50;Matched
1783;14:50;Added to queue 1
1840;14:50;Added to queue 1
2203;14:50;Added to queue 1
933;14:50;Added to queue 2
934;14:50;Added to queue 2
444;14:51;Matched
443;14:51;Matched
1226;14:51;Matched
1225;14:51;Matched
2621;14:51;Added to queue 1
2642;14:51;Matched
2641;14:51;Matched
444;14:51;Added to queue 2
443;14:51;Added to queue 2
1226;14:51;Added to queue 2
1225;14:51;Added to queue 2
2642;14:51;Settled successful
2641;14:51;Settled successful
784;14:51;Added again to queue 2
783;14:51;Added again to queue 2
2072;14:51;Settled successful from queue 2
2071;14:51;Settled successful from queue 2
1094;14:51;Added again to queue 2
1093;14:51;Added again to queue 2
2276;14:51;Settled successful from queue 2
2275;14:51;Settled successful from queue 2
1903;14:51;Added again to queue 2
1904;14:51;Added again to queue 2
896;14:51;Added again to queue 2
895;14:51;Added again to queue 2
882;14:51;Added again to queue 2
881;14:51;Added again to queue 2
1190;14:51;Added again to queue 2
1189;14:51;Added again to queue 2
2126;14:51;Added again to queue 2
2125;14:51;Added again to queue 2
1333;14:51;Added again to queue 2
1334;14:51;Added again to queue 2
422;14:51;Added again to queue 2
421;14:51;Added again to queue 2
2063;14:51;Added again to queue 2
2064;14:51;Added again to queue 2
2992;14:51;Added again to queue 2
2991;14:51;Added again to queue 2
1048;14:52;Added to queue 1
2073;14:52;Matched
2074;14:52;Matched
2073;14:52;Added to queue 2
2074;14:52;Added to queue 2
599;14:53;Matched
600;14:53;Matched
2581;14:53;Matched
2582;14:53;Matched
2690;14:53;Added to queue 1
2728;14:53;Matched
2727;14:53;Matched
599;14:53;Added to queue 2
600;14:53;Added to queue 2
2581;14:53;Settled successful
2582;14:53;Settled successful
2728;14:53;Settled successful
2727;14:53;Settled successful
1232;14:53;Added again to queue 2
1231;14:53;Added again to queue 2
2777;14:53;Added again to queue 2
2778;14:53;Added again to queue 2
2060;14:53;Added again to queue 2
2059;14:53;Added again to queue 2
2255;14:53;Added again to queue 2
2256;14:53;Added again to queue 2
1037;14:53;Added again to queue 2
1038;14:53;Added again to queue 2
2992;14:53;Settled successful from queue 2
2991;14:53;Settled successful from queue 2
599;14:53;Added again to queue 2
600;14:53;Added again to queue 2
478;14:54;Matched
477;14:54;Matched
785;14:54;Matched
786;14:54;Matched
478;14:54;Settled successful
477;14:54;Settled successful
785;14:54;Settled successful
786;14:54;Settled successful
615;14:54;Added again to queue 2
616;14:54;Added again to queue 2
1279;14:54;Added again to queue 2
1280;14:54;Added again to queue 2
1226;14:54;Added again to queue 2
1225;14:54;Added again to queue 2
1333;14:54;Added again to queue 2
1334;14:54;Added again to queue 2
295;14:54;Added again to queue 2
296;14:54;Added again to queue 2
2011;14:54;Added again to queue 2
2012;14:54;Added again to queue 2
903;14:54;Added again to queue 2
904;14:54;Added again to queue 2
1226;14:54;Added again to queue 2
1225;14:54;Added again to queue 2
1388;14:55;Added to queue 1
2479;14:55;Matched
2480;14:55;Matched
2479;14:55;Settled successful
2480;14:55;Settled successful
2073;14:55;Settled successful from queue 2
2074;14:55;Settled successful from queue 2
1279;14:55;Added again to queue 2
1280;14:55;Added again to queue 2
758;14:55;Added again to queue 2
757;14:55;Added again to queue 2
1793;14:55;Added again to queue 2
1794;14:55;Added again to queue 2
2948;14:55;Settled successful from queue 2
2947;14:55;Settled successful from queue 2
2456;14:55;Added again to queue 2
2455;14:55;Added again to queue 2
3100;14:55;Settled successful from queue 2
3099;14:55;Settled successful from queue 2
2857;14:55;Added again to queue 2
2858;14:55;Added again to queue 2
841;14:55;Added again to queue 2
842;14:55;Added again to queue 2
192;14:55;Added again to queue 2
191;14:55;Added again to queue 2
207;14:55;Added again to queue 2
208;14:55;Added again to queue 2
2685;14:55;Added again to queue 2
2686;14:55;Added again to queue 2
1023;14:55;Added again to queue 2
1024;14:55;Added again to queue 2
2052;14:55;Added again to queue 2
2051;14:55;Added again to queue 2
2089;14:56;Matched
2090;14:56;Matched
2089;14:56;Settled successful
2090;14:56;Settled successful
933;14:56;Settled successful from queue 2
934;14:56;Settled successful from queue 2
1070;14:58;Matched
1069;14:58;Matched
2862;14:58;Added to queue 1
1070;14:58;Settled successful
1069;14:58;Settled successful
2665;14:58;Added again to queue 2
2666;14:58;Added again to queue 2
1921;14:58;Added again to queue 2
1922;14:58;Added again to queue 2
2905;14:58;Added again to queue 2
2906;14:58;Added again to queue 2
2958;15:00;Added to queue 1
3042;15:00;Matched
3041;15:00;Matched
3042;15:00;Settled successful
3041;15:00;Settled successful
2665;15:00;Added again to queue 2
2666;15:00;Added again to queue 2
1921;15:00;Added again to queue 2
1922;15:00;Added again to queue 2
2905;15:00;Added again to queue 2
2906;15:00;Added again to queue 2
1232;15:00;Added again to queue 2
1231;15:00;Added again to queue 2
1282;15:01;Matched
1281;15:01;Matched
1282;15:01;Added to queue 2
1281;15:01;Added to queue 2
2109;15:02;Matched
2110;15:02;Matched
2109;15:02;Settled successful
2110;15:02;Settled successful
1279;15:02;Added again to queue 2
1280;15:02;Added again to queue 2
758;15:02;Added again to queue 2
757;15:02;Added again to queue 2
1793;15:02;Added again to queue 2
1794;15:02;Added again to queue 2
2456;15:02;Added again to queue 2
2455;15:02;Added again to queue 2
2857;15:02;Added again to queue 2
2858;15:02;Added again to queue 2
841;15:02;Added again to queue 2
842;15:02;Added again to queue 2
192;15:02;Added again to queue 2
191;15:02;Added again to queue 2
207;15:02;Added again to queue 2
208;15:02;Added again to queue 2
2685;15:02;Added again to queue 2
2686;15:02;Added again to queue 2
1023;15:02;Added again to queue 2
1024;15:02;Added again to queue 2
2052;15:02;Added again to queue 2
2051;15:02;Added again to queue 2
272;15:03;Added to queue 1
1193;15:03;Added to queue 1
2897;15:03;Matched
2898;15:03;Matched
2897;15:03;Settled successful
2898;15:03;Settled successful
253;15:05;Matched
254;15:05;Matched
3071;15:05;Matched
3072;15:05;Matched
253;15:05;Settled successful
254;15:05;Settled successful
3071;15:05;Settled successful
3072;15:05;Settled successful
2777;15:05;Added again to queue 2
2778;15:05;Added again to queue 2
2060;15:05;Added again to queue 2
2059;15:05;Added again to queue 2
1183;15:05;Added again to queue 2
1184;15:05;Added again to queue 2
1174;15:05;Added again to queue 2
1173;15:05;Added again to queue 2
1175;15:05;Settled successful from queue 2
1176;15:05;Settled successful from queue 2
1889;15:05;Added again to queue 2
1890;15:05;Added again to queue 2
2255;15:05;Added again to queue 2
2256;15:05;Added again to queue 2
1514;15:05;Added again to queue 2
1513;15:05;Added again to queue 2
2255;15:05;Added again to queue 2
2256;15:05;Added again to queue 2
1037;15:05;Added again to queue 2
1038;15:05;Added again to queue 2
599;15:05;Added again to queue 2
600;15:05;Added again to queue 2
1533;15:06;Added to queue 1
2098;15:06;Matched
2097;15:06;Matched
2656;15:06;Matched
2655;15:06;Matched
2098;15:06;Settled successful
2097;15:06;Settled successful
2656;15:06;Settled successful
2655;15:06;Settled successful
1174;15:06;Added again to queue 2
1173;15:06;Added again to queue 2
836;15:06;Added again to queue 2
835;15:06;Added again to queue 2
426;15:06;Added again to queue 2
425;15:06;Added again to queue 2
2052;15:06;Added again to queue 2
2051;15:06;Added again to queue 2
1183;15:06;Added again to queue 2
1184;15:06;Added again to queue 2
2970;15:06;Added again to queue 2
2969;15:06;Added again to queue 2
120;15:06;Added again to queue 2
119;15:06;Added again to queue 2
1946;15:06;Added again to queue 2
1945;15:06;Added again to queue 2
1282;15:06;Added again to queue 2
1281;15:06;Added again to queue 2
1903;15:06;Added again to queue 2
1904;15:06;Added again to queue 2
1634;15:07;Matched
1633;15:07;Matched
2153;15:07;Matched
2154;15:07;Matched
2250;15:07;Added to queue 1
2805;15:07;Matched
2806;15:07;Matched
1634;15:07;Settled successful
1633;15:07;Settled successful
2153;15:07;Settled successful
2154;15:07;Settled successful
2805;15:07;Settled successful
2806;15:07;Settled successful
2777;15:07;Added again to queue 2
2778;15:07;Added again to queue 2
2060;15:07;Added again to queue 2
2059;15:07;Added again to queue 2
1279;15:07;Added again to queue 2
1280;15:07;Added again to queue 2
758;15:07;Added again to queue 2
757;15:07;Added again to queue 2
1793;15:07;Added again to queue 2
1794;15:07;Added again to queue 2
2456;15:07;Added again to queue 2
2455;15:07;Added again to queue 2
2857;15:07;Settled successful from queue 2
2858;15:07;Settled successful from queue 2
841;15:07;Added again to queue 2
842;15:07;Added again to queue 2
192;15:07;Added again to queue 2
191;15:07;Added again to queue 2
207;15:07;Added again to queue 2
208;15:07;Added again to queue 2
2685;15:07;Added again to queue 2
2686;15:07;Added again to queue 2
1023;15:07;Added again to queue 2
1024;15:07;Added again to queue 2
2052;15:07;Added again to queue 2
2051;15:07;Added again to queue 2
3088;15:08;Matched
3087;15:08;Matched
3088;15:08;Settled successful
3087;15:08;Settled successful
1279;15:08;Added again to queue 2
1280;15:08;Added again to queue 2
758;15:08;Added again to queue 2
757;15:08;Added again to queue 2
1793;15:08;Added again to queue 2
1794;15:08;Added again to queue 2
2456;15:08;Added again to queue 2
2455;15:08;Added again to queue 2
841;15:08;Added again to queue 2
842;15:08;Added again to queue 2
192;15:08;Added again to queue 2
191;15:08;Added again to queue 2
207;15:08;Added again to queue 2
208;15:08;Added again to queue 2
2685;15:08;Added again to queue 2
2686;15:08;Added again to queue 2
1023;15:08;Added again to queue 2
1024;15:08;Added again to queue 2
2052;15:08;Added again to queue 2
2051;15:08;Added again to queue 2
1395;15:09;Matched
1396;15:09;Matched
2293;15:09;Matched
2294;15:09;Matched
1395;15:09;Added to queue 2
1396;15:09;Added to queue 2
2293;15:09;Settled successful
2294;15:09;Settled successful
1174;15:09;Added again to queue 2
1173;15:09;Added again to queue 2
836;15:09;Added again to queue 2
835;15:09;Added again to queue 2
426;15:09;Added again to queue 2
425;15:09;Added again to queue 2
1296;15:10;Matched
1295;15:10;Matched
2954;15:10;Added to queue 1
1296;15:10;Settled successful
1295;15:10;Settled successful
2255;15:10;Added again to queue 2
2256;15:10;Added again to queue 2
1037;15:10;Added again to queue 2
1038;15:10;Added again to queue 2
599;15:10;Added again to queue 2
600;15:10;Added again to queue 2
268;15:11;Matched
267;15:11;Matched
268;15:11;Settled successful
267;15:11;Settled successful
295;15:11;Added again to queue 2
296;15:11;Added again to queue 2
2011;15:11;Added again to queue 2
2012;15:11;Added again to queue 2
903;15:11;Added again to queue 2
904;15:11;Added again to queue 2
1226;15:11;Added again to queue 2
1225;15:11;Added again to queue 2
1604;15:11;Added again to queue 2
1603;15:11;Added again to queue 2
2981;15:12;Added to queue 1
540;15:13;Matched
539;15:13;Matched
1066;15:13;Matched
1065;15:13;Matched
1967;15:13;Matched
1968;15:13;Matched
540;15:13;Settled successful
539;15:13;Settled successful
1066;15:13;Settled successful
1065;15:13;Settled successful
1967;15:13;Settled successful
1968;15:13;Settled successful
2685;15:13;Added again to queue 2
2686;15:13;Added again to queue 2
1395;15:13;Settled successful from queue 2
1396;15:13;Settled successful from queue 2
784;15:13;Added again to queue 2
783;15:13;Added again to queue 2
882;15:13;Added again to queue 2
881;15:13;Added again to queue 2
903;15:13;Settled successful from queue 2
904;15:13;Settled successful from queue 2
422;15:13;Settled successful from queue 2
421;15:13;Settled successful from queue 2
295;15:13;Added again to queue 2
296;15:13;Added again to queue 2
2011;15:13;Added again to queue 2
2012;15:13;Added again to queue 2
1226;15:13;Added again to queue 2
1225;15:13;Added again to queue 2
1793;15:13;Added again to queue 2
1794;15:13;Added again to queue 2
294;15:13;Added again to queue 2
293;15:13;Added again to queue 2
2106;15:13;Added again to queue 2
2105;15:13;Added again to queue 2
192;15:13;Added again to queue 2
191;15:13;Added again to queue 2
2060;15:13;Settled successful from queue 2
2059;15:13;Settled successful from queue 2
2905;15:13;Settled successful from queue 2
2906;15:13;Settled successful from queue 2
761;15:13;Added again to queue 2
762;15:13;Added again to queue 2
2403;15:13;Settled successful from queue 2
2404;15:13;Settled successful from queue 2
