PartID;Account ID;00:00:00;00:15:00;00:30:00;00:45:00;01:00:00;01:15:00;01:30:00;01:45:00;02:00:00;02:15:00;02:30:00;02:45:00;03:00:00;03:15:00;03:30:00;03:45:00;04:00:00;04:15:00;04:30:00;04:45:00;05:00:00;05:15:00;05:30:00;05:45:00;06:00:00;06:15:00;06:30:00;06:45:00;07:00:00;07:15:00;07:30:00;07:45:00;08:00:00;08:15:00;08:30:00;08:45:00;09:00:00;09:15:00;09:30:00;09:45:00;10:00:00;10:15:00;10:30:00;10:45:00;11:00:00;11:15:00;11:30:00;11:45:00;12:00:00;12:15:00;12:30:00;12:45:00;13:00:00;13:15:00;13:30:00;13:45:00;14:00:00;14:15:00;14:30:00;14:45:00;15:00:00;15:15:00;15:30:00;15:45:00;16:00:00;16:15:00;16:30:00;16:45:00;17:00:00;17:15:00;17:30:00;17:45:00;18:00:00;18:15:00;18:30:00;18:45:00;19:00:00;19:15:00;19:30:00;19:45:00;20:00:00;20:15:00;20:30:00;20:45:00;21:00:00;21:15:00;21:30:00;21:45:00;22:00:00;22:15:00;22:30:00;22:45:00;23:00:00;23:15:00;23:30:00;23:45:00
4;3;80028796;80028796;80028796;80028796;80028796;80028796;80028796;80028796;80028796;80028796;80028796;80028796;78701206;78701206;78701206;78701206;78701206;78701206;78701206;78701206;78701206;78701206;78701206;75843861;75843861;75843861;75843861;75843861;75843861;75843861;75843861;75843861;75843861;75843861;75843861;70772323;70772323;70772323;70772323;70772323;68982094;68982094;68982094;68982094;68982094;77856422;77856422;77256698;77256698;77256698;77256698;77256698;77256698;77861580;77861580;65577555;65577555;65577555;65577555;65577555;65577555;76471739;76471739;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365;70069365
4;2;71678663;71678663;71678663;71678663;71678663;71678663;71678663;67934422;67934422;67934422;67934422;67934422;67934422;67934422;67934422;67934422;67934422;67934422;67934422;67934422;77611295;75003360;75003360;75003360;85631317;85631317;85631317;85631317;85631317;85631317;85631317;85631317;85631317;85631317;85631317;95495446;95495446;95495446;95495446;95495446;95495446;95495446;95495446;95495446;95495446;95495446;95495446;95495446;95495446;95495446;95495446;95495446;95495446;93464365;100188728;108389042;108389042;108389042;108389042;108389042;108389042;116730482;126492874;126492874;126492874;126492874;123195684;123195684;123195684;123195684;123195684;124072149;124072149;124072149;124072149;124072149;124072149;124072149;124072149;124072149;124072149;124072149;124072149;124072149;124072149;124072149;124072149;124072149;124072149;124072149;124072149;124072149;124072149;124072149;124072149;124072149
4;5;30970428;30970428;30970428;30970428;30970428;30970428;30970428;30970428;30970428;30970428;30970428;30970428;30970428;41110159;41110159;41110159;41110159;41110159;41110159;39081255;39081255;39081255;39081255;39081255;39081255;39081255;39081255;39081255;39081255;39081255;50018754;50018754;50018754;50018754;50018754;46952021;46952021;46952021;46952021;46952021;46952021;46952021;46952021;46952021;37220768;33911279;33911279;33911279;33911279;33911279;33911279;33911279;33911279;33911279;33911279;33911279;33828570;33502432;33502432;33502432;33502432;33502432;33502432;33502432;39686911;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841;51101841
4;1;56076127;56076127;56076127;56076127;56076127;56076127;56076127;49498874;49498874;49498874;49498874;49498874;49498874;49498874;49498874;49498874;49498874;49498874;49498874;55697679;55697679;55697679;55697679;55697679;55697679;55697679;55697679;55697679;55697679;55697679;55697679;57751134;57751134;57751134;57751134;65584782;65584782;51557417;51557417;51557417;62136360;62136360;49150979;49150979;52881747;52881747;52881747;52881747;52881747;52881747;52881747;52881747;52881747;52881747;52881747;52881747;52881747;52881747;52881747;52881747;56882639;56882639;56882639;56882639;56882639;56882639;56882639;56882639;64563022;64563022;61915027;72958157;78348677;78348677;78348677;78348677;78348677;78348677;78348677;78348677;78348677;78348677;78348677;78348677;78348677;78348677;78348677;78348677;78348677;78348677;78348677;78348677;78348677;78348677;78348677;78348677
5;0;59319786;59319786;59319786;59319786;59319786;59319786;59319786;55659887;52631335;50124095;50124095;50124095;46479559;46479559;50435456;50435456;44970648;47561758;56369661;56369661;51417735;51417735;49521726;45875335;45875335;45875335;44359500;37499196;30228970;30228970;31308651;29145858;29145858;28759603;23244458;18834255;12296101;12296101;12296101;18497072;20735580;22002819;29051812;29051812;37267223;30812363;28596649;28596649;23587686;24403489;28074876;34108976;34108976;28588903;24275356;24795314;26047919;36995038;43506614;33554142;34169784;40747068;57009836;49023764;43754300;28779625;28788728;30256142;30558652;40875990;52374220;49159239;42181588;42181588;42181588;42181588;42181588;42181588;42181588;42181588;42181588;42181588;42181588;42181588;42181588;42181588;42181588;42181588;42181588;42181588;42181588;42181588;42181588;42181588;42181588;42181588
5;7;49662102;49662102;49662102;49662102;49662102;49662102;49662102;49662102;49662102;49662102;49662102;49662102;49662102;49662102;49662102;49662102;55126909;55126909;55126909;55126909;55126909;55126909;55126909;55126909;55126909;55126909;55126909;55126909;55126909;55126909;55126909;54609388;54609388;54609388;54609388;54609388;58885462;58885462;58885462;58885462;58885462;58885462;58885462;58885462;58885462;58885462;58885462;58885462;58885462;58885462;58885462;58885462;58885462;58885462;63199010;63199010;60925150;60925150;60925150;66804675;68662822;68662822;68662822;71315532;71315532;71315532;65113323;66771394;66771394;67399434;67399434;67399434;65332891;65332891;65332891;65332891;65332891;65332891;65332891;65332891;65332891;65332891;65332891;65332891;65332891;65332891;65332891;65332891;65332891;65332891;65332891;65332891;65332891;65332891;65332891;65332891
5;6;88499659;88499659;88499659;88499659;88499659;88499659;88499659;88499659;88499659;88499659;88499659;88499659;88499659;88499659;88499659;88499659;88499659;88499659;79116713;79116713;79116713;79116713;79116713;79116713;79116713;79116713;79116713;79116713;79116713;79116713;79116713;79116713;79116713;79116713;79116713;79116713;79116713;79116713;79116713;67783291;67783291;67783291;69360644;69360644;65298892;65298892;65298892;65298892;70307856;70307856;66636469;66636469;66636469;66636469;66636469;66636469;66636469;66636469;66636469;66636469;66636469;63168041;63168041;68501403;68501403;75931078;77904952;77904952;77904952;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867;76401867
5;4;69192563;69192563;69192563;69192563;69192563;69192563;69192563;69192563;68274078;68274078;68274078;68274078;68274078;68274078;68274078;68274078;68274078;68274078;68274078;68274078;68274078;68274078;68274078;68274078;68274078;68274078;69789913;69789913;69789913;69789913;69789913;69789913;69789913;69789913;69789913;69789913;69789913;69789913;69789913;69114328;69114328;69114328;69114328;69114328;69114328;69114328;69114328;69114328;69114328;69114328;69114328;69114328;69114328;73908432;73908432;73908432;73908432;73908432;73908432;73908432;75516021;79874238;79874238;79874238;85554477;85554477;85554477;85554477;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740;80620740
5;8;16785888;16785888;16785888;16785888;16785888;16785888;16785888;16445813;16445813;16445813;16445813;16445813;16445813;16445813;16445813;16445813;16445813;13854703;14429746;14429746;14429746;14429746;14429746;14429746;14429746;14429746;14429746;20170683;20170683;20170683;20170683;20170683;20170683;20170683;25685827;25685827;25685827;25685827;25685827;25685827;27696226;27696226;27696226;27696226;27696226;27696226;29911940;29911940;29911940;29911940;29911940;24435896;24435896;24435896;24435896;24435896;24285369;24285369;17773794;17773794;13692415;6225341;4090900;4090900;3680126;3680126;3680126;2011570;2011570;1356523;3447272;6662253;11443599;11443599;11443599;11443599;11443599;11443599;11443599;11443599;11443599;11443599;11443599;11443599;11443599;11443599;11443599;11443599;11443599;11443599;11443599;11443599;11443599;11443599;11443599;11443599
5;3;36341946;36341946;36341946;36341946;36341946;36341946;36341946;36341946;40288982;40288982;40288982;40288982;40288982;40288982;36333086;36333086;36333086;36333086;36333086;36333086;36333086;36333086;36333086;40689931;40689931;40689931;40689931;41809298;41809298;41809298;41809298;41809298;41809298;41809298;41809298;46880836;46880836;46880836;46880836;52688872;52688872;52688872;52688872;52688872;52688872;52688872;52688872;52688872;52688872;52688872;52688872;52130816;52130816;52856784;52856784;52336826;52336826;50912087;50912087;50912087;50912087;50912087;50912087;50912087;50912087;50912087;50912087;50912087;46479029;44529525;44529525;44529525;48792373;48792373;48792373;48792373;48792373;48792373;48792373;48792373;48792373;48792373;48792373;48792373;48792373;48792373;48792373;48792373;48792373;48792373;48792373;48792373;48792373;48792373;48792373;48792373
5;2;18645951;18645951;18645951;18645951;18645951;18645951;18645951;22645923;22645923;22645923;22645923;22645923;22645923;22645923;22645923;22645923;22645923;22645923;22645923;22645923;27597848;27597848;29493858;28783404;28783404;28783404;28783404;28783404;28783404;28783404;28783404;28783404;28783404;28783404;28783404;28122069;28122069;28122069;28122069;28122069;23873162;23873162;15386469;15386469;11232810;11232810;11232810;11232810;11232810;11232810;11232810;11232810;11232810;11232810;11232810;11232810;11232810;11232810;11232810;11232810;11232810;11232810;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505;6117505
5;5;51969122;51969122;51969122;51969122;51969122;51969122;51969122;51969122;51969122;54476361;54476361;54476361;58120897;58120897;58120897;58120897;58120897;58120897;58120897;58120897;58120897;58120897;58120897;58120897;58120897;58120897;58120897;58120897;59948986;59948986;58869304;58869304;58869304;58869304;58869304;58869304;58869304;58869304;58869304;58869304;58869304;58869304;58869304;58869304;58869304;65324164;65324164;65324164;65324164;64508361;64508361;64508361;64508361;64508361;64508361;64508361;64508361;64508361;64508361;64508361;64508361;64508361;64508361;64508361;64508361;64508361;64508361;64508361;70308157;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415;63470415
5;1;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;25803665;31245802;31245802;31245802;33926117;33926117;34312373;34312373;34312373;36574453;36574453;36574453;36574453;36574453;35307213;35167561;35167561;35167561;35167561;35167561;35167561;35167561;35167561;35167561;35167561;35167561;35167561;35167561;35167561;36339342;26816963;26816963;30889909;30889909;30889909;21876887;21876887;21876887;29421887;33641118;32184189;35448678;35448678;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699;21859699
6;0;143823004;143823004;143823004;143823004;143823004;143823004;143823004;136079854;136079854;136079854;136079854;136079854;136079854;136079854;127425018;127425018;108372781;108393402;105947915;105947915;105947915;113627492;117288560;120609065;120609065;125024419;123657798;129398735;129398735;129398735;117486896;105742819;105742819;91611019;92114829;92342668;104174412;102844865;94915937;89388312;87163132;92478638;78733338;76253085;76253085;87782676;87875471;80029546;80029546;75824939;75824939;75824939;57148269;45170795;51438183;62862581;72156605;36453283;20396962;22852771;22852771;21665836;17199906;9246193;4760636;4362229;11089295;-13736390;-9271388;-14878798;-16795279;-26441864;-35113825;-35113825;-32748275;-32748275;-32748275;-32748275;-32748275;-32748275;-32748275;-32748275;-32748275;-32748275;-32748275;-32748275;-32748275;-32748275;-32748275;-32748275;-32748275;-32748275;-32748275;-32748275;-32748275;-32748275
6;7;5980971;5980971;5980971;5980971;5980971;5980971;5980971;5980971;5980971;5980971;5980971;5980971;5980971;5980971;5980971;5980971;5980971;5980971;5980971;5980971;5980971;5980971;5980971;3663654;3663654;3663654;3663654;3663654;3663654;3663654;3663654;15467316;15467316;15467316;15467316;15467316;15467316;15467316;23626386;23626386;21676048;21676048;21676048;21676048;21676048;21676048;21583252;21583252;21583252;21583252;21583252;21583252;21583252;21583252;19141161;7906291;7906291;7906291;12793398;10337590;10337590;5014285;8297277;8297277;8297277;14021538;14021538;14021538;13298486;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042;12128042
6;6;26159752;26159752;26159752;26159752;26159752;26159752;26159752;26159752;26159752;26159752;26159752;26159752;26159752;26159752;26159752;26159752;26159752;26159752;26159752;26159752;26159752;18480174;18480174;18480174;18480174;14064821;14064821;14064821;14064821;14064821;14064821;14064821;14064821;14064821;13561010;13561010;13561010;12884892;12884892;12884892;12884892;12884892;12884892;12884892;12884892;12884892;12884892;12884892;12884892;24355747;24355747;24355747;24355747;24355747;24355747;24355747;16769543;16769543;16769543;16769543;16769543;11295699;11295699;11295699;11295699;11295699;12400557;12400557;8658607;8658607;8658607;10174139;10174139;10174139;10174139;10174139;10174139;10174139;10174139;10174139;10174139;10174139;10174139;10174139;10174139;10174139;10174139;10174139;10174139;10174139;10174139;10174139;10174139;10174139;10174139;10174139
6;4;87226632;87226632;87226632;87226632;87226632;87226632;87226632;85919301;85919301;85919301;85919301;85919301;85919301;85919301;85919301;85919301;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;93964156;105941630;105941630;105941630;104233811;115928293;115928293;115928293;115928293;115928293;115928293;115928293;115928293;111340775;111340775;111340775;111340775;111340775;111340775;113450436;113450436;113450436;113450436;113450436;113450436;113450436;113450436;113450436;113450436;113450436;113450436;113450436;113450436;113450436;113450436;113450436;113450436;113450436;113450436;113450436;113450436;113450436;113450436;113450436
6;8;78954354;78954354;78954354;78954354;78954354;78954354;78954354;78954354;78954354;78954354;78954354;78954354;78954354;78954354;78954354;78954354;78954354;86791248;86791248;86791248;86791248;86791248;86791248;86791248;86791248;86791248;86791248;81050311;81050311;81050311;92962150;92962150;92962150;92962150;92962150;92734312;92734312;92734312;92734312;98261937;98261937;92946431;92946431;92946431;92946431;92946431;92946431;100792357;100792357;100792357;100792357;100792357;100792357;100792357;100792357;100602828;100602828;99318001;99318001;99318001;99318001;111302085;113436526;113436526;113436526;113436526;105604602;105604602;105604602;105604602;107521083;107521083;106596186;106596186;106596186;106596186;106596186;106596186;106596186;106596186;106596186;106596186;106596186;106596186;106596186;106596186;106596186;106596186;106596186;106596186;106596186;106596186;106596186;106596186;106596186;106596186
6;3;145902356;145902356;145902356;145902356;145902356;145902356;145902356;145902356;145902356;145902356;145902356;145902356;145902356;145902356;154557191;154557191;165564573;161620753;161620753;161620753;161620753;161620753;159985359;158982170;158982170;158982170;160348791;160348791;160348791;160348791;160348791;160348791;160348791;160348791;160348791;160348791;160348791;160348791;160348791;160348791;160348791;160348791;160348791;166734794;166734794;166734794;166734794;166734794;166734794;166734794;166734794;166734794;177500984;177500984;173675688;173675688;173675688;173675688;173675688;173675688;173675688;173675688;173675688;181629401;181629401;181629401;181629401;181629401;181629401;183578904;183578904;189600297;189600297;189600297;189600297;189600297;189600297;189600297;189600297;189600297;189600297;189600297;189600297;189600297;189600297;189600297;189600297;189600297;189600297;189600297;189600297;189600297;189600297;189600297;189600297;189600297
6;2;113449986;113449986;113449986;113449986;113449986;113449986;113449986;109178532;109178532;109178532;109178532;109178532;109178532;109178532;109178532;109178532;109178532;109178532;111624019;111624019;111624019;111624019;111624019;111624019;111624019;111624019;111624019;111624019;111624019;111624019;111624019;111624019;111624019;125755820;125755820;125755820;113924076;113924076;113924076;113924076;122137630;122137630;123325094;120626055;120626055;109096464;109096464;109096464;109096464;109096464;109096464;109096464;117006944;117006944;117006944;117006944;117006944;130785841;130785841;130785841;130785841;130785841;130785841;130785841;130785841;130785841;130785841;143449564;143449564;135057516;135057516;135057516;144654372;144654372;142288823;142288823;142288823;142288823;142288823;142288823;142288823;142288823;142288823;142288823;142288823;142288823;142288823;142288823;142288823;142288823;142288823;142288823;142288823;142288823;142288823;142288823
6;5;138883253;138883253;138883253;138883253;138883253;138883253;138883253;143774250;143774250;143774250;143774250;143774250;143774250;143774250;143774250;143774250;143774250;143774250;143774250;143774250;143774250;143774250;141748576;141748576;141748576;141748576;141748576;141748576;141748576;141748576;141748576;141688990;141688990;141688990;141688990;141688990;141688990;143694655;144988498;144988498;144988498;144988498;144988498;143781786;143781786;143781786;143781786;143781786;143781786;136515538;136515538;136515538;136515538;136515538;136515538;136515538;136515538;148030308;159199521;159199521;159199521;159199521;158248019;158248019;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688;155460688
6;1;145730528;145730528;145730528;145730528;145730528;145730528;145730528;154161463;154161463;154161463;154161463;154161463;154161463;154161463;154161463;154161463;154161463;150247768;150247768;150247768;150247768;150247768;150247768;150247768;150247768;150247768;150247768;150247768;150247768;150247768;150247768;150247768;150247768;150247768;150247768;150247768;150247768;150247768;148723783;148723783;144685747;144685747;157243583;157243583;157243583;157243583;157243583;157243583;157243583;157243583;157243583;157243583;157243583;157243583;157243583;157243583;157243583;157243583;157243583;157243583;157243583;157243583;157243583;157243583;164516471;163778135;163778135;175940099;175940099;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497;189160497
7;0;133850487;133850487;133850487;133850487;133850487;133850487;133850487;133790973;133790973;133790973;136948648;125425867;125425867;125425867;125425867;136970536;137928401;137928401;143451804;143451804;143451804;135772227;120771816;123305993;111139647;111139647;111139647;114021375;115883498;112333669;112333669;112333669;112333669;112333669;123151627;113136119;133841437;133841437;131252337;143180312;141390083;130912093;130912093;118165130;138858112;149588162;148115173;148115173;132043955;120562678;122308247;115730947;128696799;128696799;135421162;120245466;106959053;106959053;95301022;96630911;96630911;90695466;101704167;95384837;84610625;77475281;70128979;68244863;67521811;67521811;59006580;54325904;35257137;35917774;25243100;25243100;25243100;24201292;35986250;35986250;35986250;35986250;35986250;35986250;35986250;35986250;35986250;35986250;35986250;35986250;35986250;35986250;35986250;35986250;35986250;35986250
7;7;139492009;139492009;139492009;139492009;139492009;139492009;139492009;137369515;137369515;137369515;137369515;137369515;137369515;137369515;137369515;137369515;137369515;137369515;137369515;137369515;137369515;137369515;137369515;137369515;137369515;137369515;137369515;124817774;122955652;122955652;122955652;122955652;122955652;122955652;122955652;122955652;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;118679578;115396585;115396585;115396585;115396585;122742887;129576704;130299755;130299755;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987;138814987
7;6;85293452;85293452;85293452;85293452;85293452;85293452;85293452;85293452;85293452;85293452;85293452;85293452;85293452;85293452;85293452;85293452;85293452;85293452;85293452;85293452;85293452;92973029;92973029;92973029;105139375;105139375;105139375;105139375;105139375;108689203;108689203;108689203;108689203;108689203;103386389;103386389;100863482;100863482;100863482;93227060;93227060;93227060;93227060;102414515;102414515;102414515;107701556;107701556;107701556;111916584;111916584;111916584;103199397;103199397;103199397;103199397;116485811;116485811;116485811;116485811;116485811;116485811;116485811;116485811;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023;127260023
7;4;117218374;117218374;117218374;117218374;117218374;117218374;117218374;117218374;117218374;117218374;117218374;117218374;117218374;117218374;117218374;117218374;116260508;116260508;116260508;116260508;116260508;116260508;116260508;113726332;113726332;113726332;113726332;123396344;123396344;123396344;123396344;123396344;123396344;123396344;123396344;121394552;119747591;119747591;119747591;119747591;119747591;119747591;119747591;123307099;123307099;123307099;119493048;119493048;135564265;135564265;135564265;138402090;138402090;138402090;138402090;138402090;138402090;138402090;138402090;138402090;138402090;138402090;138402090;138402090;138402090;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560;142290560
7;8;15858023;15858023;15858023;15858023;15858023;15858023;15858023;15858023;15858023;15858023;15858023;15858023;15858023;15858023;15858023;15858023;15858023;15858023;15858023;15858023;15858023;15858023;23001036;23001036;23001036;23001036;23001036;23001036;23001036;23001036;23001036;23001036;23001036;23001036;17485891;17485891;5226515;5226515;5226515;934962;934962;11635425;11635425;11635425;11635425;11635425;11635425;11635425;11635425;11635425;11635425;17111469;17111469;17111469;17111469;20003140;20003140;20003140;20003140;20003140;20003140;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585;25938585
7;3;78876645;78876645;78876645;78876645;78876645;78876645;78876645;82698991;82698991;82698991;82698991;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;94221772;96012002;96012002;96012002;96012002;92154058;92154058;92154058;92154058;92154058;92154058;92154058;92154058;87905394;87905394;87905394;100189419;100189419;100189419;111847450;111847450;111847450;111847450;111847450;111847450;111847450;111847450;111847450;111847450;111847450;111847450;111847450;110926470;110926470;110926470;110926470;110926470;110926470;110926470;110926470;110926470;110926470;110926470;110926470;110926470;110926470;110926470;110926470;110926470;110926470;110926470;110926470;110926470;110926470;110926470;110926470;110926470
7;2;94930648;94930648;94930648;94930648;94930648;94930648;94930648;94930648;94930648;94930648;94930648;94930648;94930648;94930648;94930648;83385978;83385978;83385978;83385978;83385978;83385978;83385978;91243375;91243375;91243375;91243375;91243375;91243375;91243375;91243375;91243375;91243375;91243375;91243375;91243375;91243375;91243375;91243375;91243375;91243375;91243375;91020902;91020902;91020902;85818486;85818486;85818486;85818486;85818486;85818486;85818486;85818486;85818486;85818486;79094123;79094123;79094123;79094123;79094123;77764234;77764234;77764234;77764234;84083564;84083564;78225498;78225498;78225498;78225498;78225498;78225498;78225498;85354598;85354598;96029272;96029272;96029272;96029272;84244314;84244314;84244314;84244314;84244314;84244314;84244314;84244314;84244314;84244314;84244314;84244314;84244314;84244314;84244314;84244314;84244314;84244314
7;5;31227300;31227300;31227300;31227300;31227300;31227300;31227300;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;29740924;41758225;41758225;41758225;40464382;40464382;40464382;40464382;40464382;40464382;28831759;28831759;28831759;28831759;28831759;36098007;34352439;34352439;34352439;34352439;34352439;34352439;34352439;34352439;34352439;34352439;34352439;34352439;26626730;26626730;26626730;26626730;26626730;26626730;26626730;26626730;26626730;26626730;26626730;26626730;26626730;26626730;26626730;27668538;27668538;27668538;27668538;27668538;27668538;27668538;27668538;27668538;27668538;27668538;27668538;27668538;27668538;27668538;27668538;27668538;27668538;27668538
7;1;32261231;32261231;32261231;32261231;32261231;32261231;32261231;32107267;32107267;32107267;28949591;28949591;28949591;28949591;28949591;28949591;28949591;28949591;23426189;23426189;23426189;23426189;23426189;23426189;23426189;23426189;23426189;23426189;23426189;23426189;23426189;23426189;23426189;23426189;23426189;23426189;23426189;23426189;27309132;27309132;27309132;27309132;27309132;27309132;27309132;16579082;16579082;16579082;16579082;16579082;16579082;14842513;14842513;14842513;14842513;14842513;14842513;14842513;14842513;14842513;14842513;14842513;14842513;14842513;14842513;23947453;23947453;18997752;18997752;18997752;18997752;24599408;36539075;35878438;35878438;35878438;35878438;35878438;35878438;35878438;35878438;35878438;35878438;35878438;35878438;35878438;35878438;35878438;35878438;35878438;35878438;35878438;35878438;35878438;35878438;35878438
8;0;18954714;18954714;18954714;18954714;18954714;18954714;18954714;41260920;44811736;44811736;44811736;44811736;50443105;50443105;50443105;55066057;58784143;58784143;58784143;58287790;57359880;56645544;56645544;56645544;56846489;56846489;65184649;76450777;87624290;87624290;84667250;89615577;87965859;91426648;89613977;89613977;89613977;96061622;96061622;96061622;94108349;96898154;111954212;123855657;123155889;123155889;124952174;124952174;133217687;138948569;139314151;139314151;139314151;142943513;142190684;143211399;143106545;146567986;146567986;157814244;157814244;157025859;157361168;157361168;158210219;172390576;172505663;173393535;172641866;172416085;170475945;190218889;205723715;212542051;211630321;212049971;217573948;216064763;216064763;216064763;216064763;216064763;216064763;216064763;216064763;216064763;216064763;216064763;216064763;216064763;216064763;216064763;216064763;216064763;216064763;216064763
8;7;8501996;8501996;8501996;8501996;8501996;8501996;8501996;8501996;8501996;8501996;8501996;8501996;8501996;8501996;8501996;9682119;9682119;9682119;9682119;9682119;9682119;9682119;9682119;9682119;9682119;9682119;9682119;9682119;9682119;9682119;11559477;12076999;12250344;8938090;8938090;8938090;8938090;8298214;8298214;8298214;8298214;5508409;1835654;1835654;2808538;2808538;2808538;2808538;2808538;2808538;2808538;2808538;2808538;2808538;2808538;2808538;2808538;2808538;2808538;2808538;2808538;2808538;2808538;2808538;2808538;-440521;-46378;-46378;-46378;-46378;-46378;-46378;-46378;-46378;-46378;-466029;-466029;-466029;-466029;-466029;-466029;-466029;-466029;-466029;-466029;-466029;-466029;-466029;-466029;-466029;-466029;-466029;-466029;-466029;-466029;-466029
8;6;15905052;15905052;15905052;15905052;15905052;15905052;15905052;11008788;11008788;11008788;11008788;11008788;11008788;11008788;11008788;5205713;5205713;5205713;5205713;5205713;6133623;6133623;6133623;6133623;5932678;5932678;999115;999115;999115;999115;999115;999115;999115;999115;999115;999115;999115;999115;999115;999115;999115;999115;999115;999115;999115;999115;1517187;1517187;1517187;1517187;-1639435;-1639435;-1639435;-1639435;-886606;-2096849;-4503443;-4503443;-4503443;-4503443;-4503443;-4503443;-4838753;-4838753;-4838753;-4838753;-5943610;-5943610;-4635140;-4409360;-3263943;-3263943;-3263943;-3263943;-3263943;-3263943;-3263943;-1754758;-1754758;-1754758;-1754758;-1754758;-1754758;-1754758;-1754758;-1754758;-1754758;-1754758;-1754758;-1754758;-1754758;-1754758;-1754758;-1754758;-1754758;-1754758
